system:index,AU_ID,devAge2,grass,paved,pm25_na,sqrt_CO2_road,sqrt_CO2_total,sqrt_traffic
000000000000000000ed,13077,-2.991250252,-0.401128046,-1.680339154,-1.728939038,-1.713125874,-1.849041385,-1.106584578
000000000000000000ee,17169,-3.168392598,-0.642652783,-1.851811484,-3.017422658,-1.874336585,-2.07504702,-1.160079862
000000000000000000ef,13076,-3.066734442,-0.440793351,-1.754107339,-1.648439573,-1.895085916,-1.979691137,-1.121048161
000000000000000000f0,13075,-2.899992545,-0.152625241,-1.679144341,-1.564372442,-1.926193396,-2.003495301,-1.132952519
000000000000000000f1,17168,-3.037882366,-0.525968244,-1.763870989,-2.445661599,-1.930063092,-2.099581085,-1.14383614
000000000000000000f2,13074,-3.015124022,-0.243013934,-1.774581939,-1.564125253,-1.929133603,-1.999418233,-1.161197926
000000000000000000f3,17167,-2.999021189,0.164976947,-1.75583641,-2.504567872,-1.865580755,-1.982644648,-1.117453366
000000000000000000f4,13073,-3.012319124,-0.190091523,-1.751205085,-1.616289682,-1.873927539,-1.987501713,-1.135432867
000000000000000000f5,13072,-3.063412693,-0.173138378,-1.731236115,-1.7766605,-1.787937904,-1.921599792,-1.111683289
000000000000000000f6,13071,-3.103482631,-0.094102865,-1.807124492,-1.833464065,-1.701996261,-1.851234845,-1.090610997
000000000000000000f7,13085,-2.920196925,-0.294779569,-1.716060797,-1.778612187,-1.480629997,-1.621136595,-1.070231977
000000000000000000f8,13084,-3.106547471,-1.009257815,-1.734123897,-2.342261113,-1.573161213,-1.764055521,-1.131803906
000000000000000000f9,13083,-3.110312456,-0.451495436,-1.72183093,-2.435488272,-1.483875297,-1.719798285,-1.114810336
000000000000000000fa,13082,-2.991231649,-0.872621815,-1.691785651,-2.48811563,-1.348451686,-1.583606375,-1.052366822
000000000000000000fb,13081,-2.670605085,0.332486187,-1.313161311,-1.284729976,-0.653586207,-0.993939126,-0.843220508
000000000000000000fc,13080,-2.963336958,0.388390347,-1.529795379,-1.51214875,-1.275923916,-1.543310396,-1.085814502
000000000000000000fd,13079,-2.766941654,0.636047039,-1.190602487,-1.69287361,-1.282083767,-1.53849815,-1.044726785
000000000000000000fe,9006,-3.186779261,-1.426151631,-1.910602336,-4.694000705,-1.990913932,-2.235474148,-1.177119613
000000000000000000ff,9005,-3.175716164,-1.245402939,-1.905449213,-3.05288025,-2.014098466,-2.207232186,-1.177119613
100,9004,-3.186510819,-1.457621613,-1.908291912,-4.897763352,-2.086434184,-2.281980869,-1.177119613
101,9003,-3.177482911,-1.043855805,-1.855976189,-3.768257089,-1.976567542,-2.17120723,-1.161565054
102,9002,-3.170602084,-0.973190436,-1.834859762,-2.421887521,-1.780643626,-2.010756981,-1.143768259
103,9001,-3.1867065,-1.423242277,-1.909733543,-3.983861841,-1.969971344,-2.180535629,-1.177119613
104,9014,-3.186779261,-1.423872041,-1.911055145,-4.553950786,-2.058142393,-2.263120235,-1.177119613
105,9013,-3.186779261,-1.379952121,-1.904186154,-3.973869918,-2.044243753,-2.236627962,-1.177119613
106,9012,-3.186779261,-1.441038259,-1.892452272,-3.818954973,-1.989862054,-2.208513863,-1.177119613
107,9011,-3.186779261,-1.370645134,-1.896627105,-3.855414076,-1.970779528,-2.198760941,-1.177119613
108,9010,-3.186779261,-1.37642319,-1.900721811,-4.402678842,-1.962911846,-2.179014398,-1.177119613
109,9009,-3.186760264,-1.44249649,-1.909641253,-4.422555357,-1.938880706,-2.19083578,-1.177119613
0000000000000000010a,9008,-3.186753003,-1.373934074,-1.90225832,-4.61578253,-1.939870998,-2.194907515,-1.177119613
0000000000000000010b,9007,-3.186432254,-1.343943797,-1.88827725,-3.820812862,-1.938159213,-2.162784375,-1.177119613
0000000000000000010c,9022,-3.024219678,1.916662939,-1.709573916,-1.775681655,-1.524043343,-1.75674901,-1.095518483
0000000000000000010d,9021,-2.568980546,1.539461549,-1.502028673,-1.811702241,-1.345090232,-1.511377381,-1.002937217
0000000000000000010e,9020,-3.158894089,-0.101014683,-1.810890951,-2.828856312,-1.877998601,-2.087504608,-1.148003043
0000000000000000010f,9019,-3.186779261,-1.453711503,-1.903791537,-4.87342419,-2.043472775,-2.254604255,-1.177119613
110,9018,-3.186779261,-1.449760201,-1.906917761,-4.981631684,-2.003886221,-2.235679016,-1.177119613
111,9017,-3.186779261,-1.428666441,-1.911344212,-4.730951447,-1.973370243,-2.217843141,-1.177119613
112,9016,-3.186779261,-1.453042478,-1.902159546,-4.644451939,-2.017641556,-2.240150367,-1.177119613
113,9015,-3.186779261,-1.443231709,-1.891738564,-4.662535898,-2.000526527,-2.23476014,-1.176432525
114,9030,-3.169929286,-0.975972026,-1.830405423,-3.176676179,-1.759833238,-2.001879962,-1.150808054
115,9029,-3.160148102,-1.115989817,-1.819328238,-2.640055363,-1.861408237,-2.051372428,-1.152165049
116,9028,-3.177383566,-1.41706161,-1.889758427,-4.273361621,-2.024831749,-2.202053625,-1.177119613
117,9027,-3.18375788,-1.35601786,-1.89973773,-4.255527245,-1.979275859,-2.206602812,-1.177119613
118,9026,-3.186656771,-1.459469748,-1.899048149,-5.051330308,-1.93077124,-2.162646459,-1.177119613
119,9025,-3.183649901,-1.396954373,-1.902279484,-4.124986091,-2.071767732,-2.262862127,-1.177119613
0000000000000000011a,9024,-3.186333188,-1.351414719,-1.897876195,-3.924115517,-2.045818454,-2.23982161,-1.177119613
0000000000000000011b,9023,-3.186705259,-1.305849337,-1.904835997,-3.595486886,-2.042197958,-2.235814927,-1.176928223
0000000000000000011c,9038,-1.07922154,0.035858428,-0.895794104,0.867714326,0.233708629,0.008541664,-0.304670045
0000000000000000011d,9037,-0.380535739,0.119048801,-0.574324442,1.319666903,0.625467296,0.39418293,0.425530856
0000000000000000011e,9036,-2.794643683,-0.461335844,-1.585751657,-1.116240853,-1.321657869,-1.472194045,-1.005668284
0000000000000000011f,9035,-2.468751913,0.084225719,-1.228645843,-1.355886284,-0.869041961,-1.062637649,-0.856557412
120,9034,-2.980139934,-0.494970529,-1.677553793,-1.78299462,-1.382437102,-1.618400212,-1.054935004
121,9033,-3.110761893,-0.133291221,-1.773321292,-1.80757238,-1.587280905,-1.83373454,-1.092860585
122,9032,-3.128234834,-0.591866035,-1.793715189,-2.166410215,-1.712145663,-1.942667296,-1.130337977
123,9031,-3.186779261,-1.37158783,-1.904194912,-3.730116253,-2.020795364,-2.221447032,-1.176230315
124,9046,-1.782462198,0.327899563,-1.382514354,0.692888106,1.110837036,0.669848271,0.304347267
125,9045,-0.862590878,-0.17101688,-0.775084483,1.156938766,0.437850412,0.097220997,-0.043164163
126,9044,-0.535519407,0.011556198,-0.684619583,0.955864735,0.065101191,-0.127579435,-0.265005475
127,9043,-0.332182233,0.3782275,-0.576805421,1.310104766,0.390277645,0.139668019,0.217899175
128,9042,-0.157306037,0.076766211,-0.493966338,1.431522185,0.872180727,0.466864859,0.336096255
129,9041,-0.463791307,-0.141879902,-0.164429676,1.543771987,-0.123092359,-0.158101247,-0.362745734
0000000000000000012a,9040,-0.525397767,-0.282188159,-0.270669005,1.690695277,-0.152542262,-0.194039331,-0.58278454
0000000000000000012b,9039,0.082771192,0.174864557,-0.61169101,1.155650005,1.289761878,0.792366646,1.317711142
0000000000000000012c,9054,-1.946565644,0.740538239,-1.544784102,0.33389197,-0.577752701,-0.75222509,-0.919087899
0000000000000000012d,9053,-0.65654002,0.41889028,-0.387822757,1.2138353,-0.250013391,0.029146347,-0.54089269
0000000000000000012e,9052,-1.318414749,0.213354604,-0.686316248,1.139068611,0.401413639,0.071011832,0.378857853
0000000000000000012f,9051,-1.637633443,1.481072298,-1.195901043,0.654179149,-0.209918903,-0.434149063,-0.581754245
130,9050,-1.395654443,0.364805952,-1.112683028,-0.393918879,-0.584864475,-0.713939236,-0.811218254
131,9049,-1.023421358,-0.02903916,-1.244591981,0.307563588,0.211478847,-0.110580178,-0.091603947
132,9048,-0.592464322,0.005934906,-0.524144567,0.883590383,-0.077594891,-0.204610645,-0.359055521
133,9047,-1.283194417,0.451260214,-1.022201708,0.968809881,0.170052177,-0.011727807,-0.020225211
134,9062,-1.45956515,0.187419481,-1.202757898,-0.306685669,-0.437868412,-0.614187975,-0.74976244
135,9061,-2.755309747,0.280355166,-1.596133168,-0.898799177,-0.999197017,-1.24160012,-0.982733313
136,9060,-2.663484673,0.198375756,-1.485139007,-1.261713695,-1.091586957,-0.77868248,-1.030300123
137,9059,-2.995703253,-0.093628027,-1.618005366,-1.382816887,-1.389203977,-1.573825222,-1.094634568
138,9058,-3.06973014,0.702992454,-1.75830643,-1.286762991,-1.678543578,-1.845333235,-1.131838335
139,9057,-1.792897407,-0.087129793,-1.392285043,-0.45433266,0.080187828,-0.280546154,-0.168341474
0000000000000000013a,9056,-2.605020237,0.224171296,-1.483843539,-0.996054148,-1.341586607,-1.585918278,-1.079643595
0000000000000000013b,9055,-1.877861994,0.392922463,-1.164357127,-0.372942232,-0.262061797,-0.562315541,-0.638972979
0000000000000000013c,9070,0.027187091,-0.183204535,-0.301779844,1.341113156,0.235233328,0.027920858,0.098242708
0000000000000000013d,9069,-0.116512192,0.012581083,-0.691560109,1.301049901,0.328627653,0.038633413,0.103076508
0000000000000000013e,9068,-0.274679601,0.142451037,-0.748003404,1.251092738,0.996158007,0.564899775,0.816543427
0000000000000000013f,9067,-1.548618533,0.311832897,-1.119348991,0.113160285,-0.623477053,-0.682750468,-0.764819711
140,9066,-2.084971109,0.163898602,-1.409770985,-0.404253544,-0.573956425,-0.862687019,-0.741919075
141,9065,-2.965353934,1.073554421,-1.724553222,-1.097027054,-1.500221923,-1.71820294,-1.111431755
142,9064,-3.067079494,-0.32019998,-1.727196311,-1.386097493,-1.540198667,-1.739160488,-1.087017721
143,9063,-2.111613637,0.398164185,-1.250930385,-0.643830243,-0.666942937,-0.915104688,-0.849031033
144,9078,-0.213376778,0.387669971,-0.888039588,0.928458732,-0.080139174,-0.299326094,-0.387725311
145,9077,-0.782194364,-0.064043472,-0.966383493,0.381094766,0.612375118,0.274499347,0.83659418
146,9076,-0.325275032,0.121117168,-0.886673388,0.628967263,0.075255993,-0.074691378,-0.022565757
147,9075,-0.364222459,0.085653386,-0.564432677,0.600591353,-0.109768603,1.250681768,-0.218991662
148,9074,0.190045004,0.137623658,-0.935585232,0.81640733,-0.139229802,-0.065018942,-0.531368591
149,9073,0.061458026,0.250218371,-1.007518143,1.041883528,-0.162375581,-0.097765575,-0.355262161
0000000000000000014a,9072,0.628061552,-0.219902056,0.227990501,1.333951763,1.2249205,1.866960709,1.12080469
0000000000000000014b,9071,-0.57818211,-0.387790065,-0.583625376,1.33771582,-0.031830321,0.069288866,-0.179663307
0000000000000000014c,9086,-1.719835402,-0.806884652,-1.614029569,0.421776762,-0.780507685,-0.783293761,-1.019100441
0000000000000000014d,9085,-1.110723917,-0.555678639,-1.412244507,-0.191640864,-1.019226924,-1.015399763,-0.692440762
0000000000000000014e,9084,-0.078438648,-0.020355608,-1.232741281,0.140771057,-0.826249393,-0.835819351,-0.780174552
0000000000000000014f,9083,-0.777124584,-0.173553453,-1.151192384,-0.053276136,-0.868758181,-0.862353939,-0.745378996
150,9082,-0.971808375,-0.249909599,-1.11728286,-0.15643048,-0.340910614,-0.471577063,-0.269509383
151,9081,-0.13127272,-0.187325077,-1.046413624,-0.271275957,-0.331915788,-0.421239472,-0.601236543
152,9080,-0.520988304,0.056792426,-1.365851464,-0.213038498,-0.742117565,-0.817300489,-0.846811665
153,9079,-0.173150857,-0.030444944,-0.672548238,0.698588159,-0.399531763,0.224261184,-0.452401434
154,9094,0.763109432,-1.099680342,1.23235855,1.229539791,1.147387324,2.408342636,1.2504086
155,9093,0.611073208,-1.299143218,2.374749367,1.239504583,-0.899269302,2.176720016,-0.645988903
156,9092,0.074192412,-0.628719773,0.322203777,1.310915124,-0.366396469,1.586359496,-0.139605126
157,9091,0.12814109,-0.155997619,-0.86347986,1.080379263,-0.582527599,-0.326127982,-0.524321216
158,9090,0.440448878,0.132418156,-0.874259422,0.924015696,-0.606121741,-0.334916656,-0.624460967
159,9089,0.380815894,0.108929248,-0.99360989,0.979021982,-0.333055614,-0.216114027,-0.439989859
0000000000000000015a,9088,0.042297771,-0.039001066,-1.160079002,1.040829419,-0.5629325,-0.485044336,-0.591500254
0000000000000000015b,9087,0.282235267,0.184461135,-1.163972903,0.892840106,-0.409275125,-0.429315672,-0.651581185
0000000000000000015c,5006,-3.186735824,-1.388119286,-1.911595583,-5.58539525,-2.08726263,-2.265404457,-1.177119613
0000000000000000015d,5005,-3.186775062,-1.428139951,-1.911595583,-3.896492198,-2.051172055,-2.254237506,-1.177051575
0000000000000000015e,5004,-3.186656832,-1.450083653,-1.911595583,-5.014089427,-2.08726263,-2.262441704,-1.177119613
0000000000000000015f,5003,-3.185113033,-1.415167919,-1.911595583,-5.008377017,-2.086327481,-2.266250635,-1.177045051
160,9095,0.693822121,-0.967062634,1.200378887,0.969341333,1.492942216,2.366547337,2.120771498
161,5002,-3.186779261,-1.439780613,-1.911595583,-5.034878119,-2.08726263,-2.267245463,-1.177110199
162,5001,-3.186698668,-1.43671346,-1.911595583,-5.459706484,-2.087004285,-2.261867473,-1.177119613
163,5014,-3.179169066,-1.155159973,-1.888281572,-3.970820745,-1.948608424,-2.159878727,-1.170076461
164,5013,-3.186720667,-1.359974389,-1.911595583,-4.963278662,-2.032463766,-2.233102402,-1.177119613
165,5012,-3.186779261,-1.051582016,-1.911429585,-4.082590519,-2.026253252,-2.217051185,-1.177119613
166,5011,-3.185083681,-1.203195056,-1.908196268,-5.008919304,-2.029116633,-2.239386316,-1.177119613
167,5010,-3.18677008,-1.368145741,-1.911595583,-4.460718556,-2.08726263,-2.274286593,-1.177119613
168,5009,-3.186770667,-1.402456259,-1.911595583,-4.604154542,-2.079623951,-2.258785205,-1.175349928
169,5008,-3.186768916,-1.441765915,-1.911595583,-5.018331503,-2.083879587,-2.26348081,-1.177119613
0000000000000000016a,5007,-3.182676539,-1.266047484,-1.859785352,-4.168185104,-1.986508729,-2.215235143,-1.165668786
0000000000000000016b,5022,-3.186186453,-1.387906102,-1.906173983,-4.456039422,-2.030008478,-2.237488311,-1.173377794
0000000000000000016c,5021,-3.186311782,-1.397734696,-1.905709276,-4.430739633,-2.005309412,-2.214000152,-1.173549489
0000000000000000016d,5020,-3.186645116,-1.385474946,-1.903439089,-4.586748673,-2.05538151,-2.246487047,-1.171944207
0000000000000000016e,5019,-3.186684443,-1.421612691,-1.907252314,-4.827864663,-2.076302396,-2.276660985,-1.175068742
0000000000000000016f,5018,-3.184282192,-1.372495791,-1.902631279,-4.675986295,-2.068796539,-2.26936145,-1.173337514
170,5017,-3.184377954,-1.395084238,-1.904912112,-4.83070437,-2.069942454,-2.261666074,-1.173134042
171,5016,-3.186413555,-1.398226288,-1.911400707,-4.835608154,-2.036543414,-2.241912522,-1.177009535
172,5015,-3.186532175,-1.164729548,-1.911595583,-3.959552375,-2.000016226,-2.207898417,-1.177119613
173,5030,-3.175964267,-0.860105966,-1.86639442,-3.487891216,-2.014159143,-2.209109785,-1.168707115
174,5029,-3.169652812,-1.083161029,-1.861742648,-3.636577188,-1.900632472,-2.095100678,-1.1705623
175,5028,-3.186653124,-1.416928016,-1.911595583,-4.854125367,-2.041563224,-2.253502015,-1.177119613
176,5027,-3.186558158,-1.404736856,-1.911595583,-5.119508664,-2.08659781,-2.274189312,-1.177119613
177,5026,-3.17643753,-0.982028405,-1.903614778,-3.210245014,-2.036996148,-2.198236593,-1.172111747
178,5025,-3.181827849,-1.219744128,-1.894496172,-3.820203769,-2.031755147,-2.22069879,-1.16942556
179,5024,-3.180618573,-1.233461084,-1.895824265,-4.151079321,-2.020967782,-2.221325035,-1.169140089
0000000000000000017a,5023,-3.181655109,-1.226151931,-1.897206129,-4.181940472,-2.025215052,-2.22492841,-1.168038972
0000000000000000017b,5038,-3.186779261,-1.231366973,-1.911595583,-3.709223118,-2.072967925,-2.254211343,-1.17710268
0000000000000000017c,5037,-3.186743573,-1.35571848,-1.911595583,-4.291359499,-2.075847251,-2.26098153,-1.177119613
0000000000000000017d,5036,-3.186698411,-1.41848508,-1.909389032,-4.442025452,-2.070306593,-2.246294157,-1.176765484
0000000000000000017e,5035,-3.184787727,-1.063259185,-1.894047712,-3.488820162,-2.002116695,-2.198371431,-1.162386299
0000000000000000017f,5034,-3.186740821,-1.347282474,-1.906811821,-3.498463791,-2.037472813,-2.214395771,-1.17462333
180,5033,-3.186669637,-1.128821185,-1.911595583,-3.743374553,-2.085278198,-2.257418949,-1.177119613
181,5032,-3.184938378,-0.970817021,-1.911016782,-3.27203863,-2.067003504,-2.257529595,-1.176679311
182,5031,-3.184443317,-1.1243686,-1.911595583,-4.87570691,-2.08726263,-2.276434276,-1.177119613
183,5046,-3.186567696,-1.32802188,-1.909291399,-4.706767849,-2.048721072,-2.246063767,-1.176823497
184,5045,-3.186631302,-1.31043424,-1.911595583,-4.275086316,-2.077907677,-2.262748666,-1.177119613
185,5044,-3.186501003,-1.218924112,-1.911595583,-5.161691543,-2.087254755,-2.266343943,-1.177119613
186,5043,-3.186119481,-1.297532032,-1.909409354,-4.304576584,-2.074214947,-2.236831775,-1.177119613
187,5042,-3.185796436,-1.006787012,-1.908709144,-4.060464231,-2.061089378,-2.225246002,-1.175562347
188,5041,-3.182965932,-1.193164279,-1.910642856,-4.459503709,-2.022753464,-2.214931311,-1.177119613
189,5040,-3.184423035,-1.337938619,-1.911326751,-5.110088366,-2.061864943,-2.249976776,-1.177119613
0000000000000000018a,5039,-3.186252493,-1.105959063,-1.911409955,-4.177369344,-2.085795138,-2.243730184,-1.177119613
0000000000000000018b,5054,-3.106295649,-0.718295019,-1.762466104,-2.492890115,-1.725103917,-1.914164184,-1.117891439
0000000000000000018c,5053,-3.104887224,-0.582352272,-1.725584375,-2.647596352,-1.811726761,-1.94360609,-1.145705301
0000000000000000018d,5052,-2.981981873,-0.517689066,-1.677056694,-2.490160449,-1.51593508,-1.75644751,-1.078893214
0000000000000000018e,5051,-2.952337697,1.068003156,-1.680282658,-2.052250723,-1.633390889,-1.769017209,-1.092237275
0000000000000000018f,5050,-3.186108728,-1.08470282,-1.894265306,-3.70724285,-2.040216353,-2.218558706,-1.176507586
190,5049,-3.186779261,-1.423147013,-1.908868629,-5.547261711,-2.08726263,-2.262625971,-1.177119613
191,5048,-3.186162196,-1.275754253,-1.898674085,-3.960776274,-1.989205887,-2.206131147,-1.173610727
192,5047,-3.186710123,-1.289671392,-1.905121726,-4.728659663,-2.006904859,-2.221435989,-1.173316653
193,5062,-3.135988357,1.495844504,-1.696902953,-2.414187337,-1.879478289,-1.990672164,-1.148886873
194,5061,-3.183243633,-0.607679914,-1.869267805,-3.209564654,-1.970524154,-2.15708707,-1.165753111
195,5060,-3.155759538,0.158388976,-1.753301369,-2.426462657,-1.814557833,-1.959627514,-1.119195987
196,5059,-3.186319391,-0.839062305,-1.888079474,-3.513307387,-2.032184226,-2.199053383,-1.167957221
197,5058,-3.143375284,-0.043625872,-1.773067045,-2.666806616,-1.851737383,-2.004482294,-1.142468544
198,5057,-2.961350906,0.51028152,-1.640296721,-2.325326491,-1.590952805,-1.805448305,-1.081637055
199,5056,-2.904650887,0.198365984,-1.645219797,-2.461074619,-1.642687637,-1.858350323,-1.114198991
0000000000000000019a,5055,-3.120965453,0.269062597,-1.747781051,-2.40022063,-1.870720171,-2.047421601,-1.13442997
0000000000000000019b,1006,-3.186779261,-1.460175196,-1.911595583,-4.172649032,-2.08726263,-2.309914317,-1.177119613
0000000000000000019c,1005,-3.184397748,-1.465263915,-1.911595583,-4.543266453,-2.08726263,-2.312363863,-1.177119613
0000000000000000019d,5070,-3.16695407,0.115893758,-1.850195565,-3.075211397,-1.85476974,-2.071246346,-1.146766056
